transaction_id,customer_id,merchant_id,transaction_date,amount,payment_method,transaction_status,installment_months,cashback,wallet_used
310,18,19,2024-01-28,2831.23,Apple Pay,Success,3,56.62,False
311,53,4,2024-05-17,1403.5,Google Pay,Success,6,28.07,False
312,16,3,2024-02-10,1395.41,Google Pay,Success,3,27.91,False
313,92,8,2024-04-01,453.49,Wallet,Success,12,9.07,False
314,23,1,2024-04-13,787.9,Wallet,Success,3,15.76,False
315,18,4,2024-01-04,314.7,Card,Success,3,6.29,True
316,48,3,2024-05-29,2472.78,Google Pay,Success,3,49.46,True
317,83,15,2024-02-02,601.27,Card,Failed,3,12.03,True
318,7,6,2024-05-26,2827.42,Wallet,Failed,6,56.55,True
319,55,6,2024-03-31,1154.36,Apple Pay,Success,6,23.09,False
320,20,2,2024-06-06,1343.57,Apple Pay,Failed,6,26.87,False
321,62,2,2024-01-23,2649.51,Google Pay,Failed,3,52.99,False
322,68,8,2024-06-10,606.38,Card,Failed,12,12.13,False
323,63,12,2024-05-24,1444.26,Google Pay,Failed,6,28.89,True
324,77,8,2024-01-08,87.93,Google Pay,Success,6,1.76,False
325,30,6,2024-01-26,2302.86,Apple Pay,Success,6,46.06,True
326,29,19,2024-04-09,2294.51,Google Pay,Success,3,45.89,True
327,95,12,2024-05-31,1781.63,Card,Failed,12,35.63,True
328,25,16,2024-05-18,1693.7,Google Pay,Success,6,33.87,True
329,30,20,2024-02-26,279.87,Card,Failed,3,5.6,False
330,26,5,2024-03-28,2754.51,Apple Pay,Failed,3,55.09,True
331,91,5,2024-01-29,451.66,Google Pay,Success,6,9.03,False
332,44,10,2024-03-23,1762.19,Apple Pay,Success,12,35.24,False
333,63,11,2024-02-14,2377.61,Google Pay,Success,12,47.55,True
334,94,10,2024-02-02,1141.37,Apple Pay,Success,12,22.83,False
335,99,19,2024-01-09,2553.76,Apple Pay,Failed,12,51.08,True
336,14,16,2024-02-06,1922.54,Google Pay,Success,3,38.45,False
337,22,3,2024-06-20,2947.32,Google Pay,Failed,3,58.95,False
338,89,3,2024-03-30,636.96,Google Pay,Success,12,12.74,True
339,57,14,2024-02-12,153.96,Wallet,Failed,6,3.08,False
340,13,16,2024-05-27,1642.61,Apple Pay,Success,6,32.85,True
341,5,10,2024-01-06,2399.59,Google Pay,Failed,3,47.99,True
342,49,6,2024-01-20,1032.01,Card,Failed,12,20.64,False
343,56,6,2024-06-04,2116.47,Wallet,Success,3,42.33,True
344,25,14,2024-06-27,999.97,Google Pay,Failed,6,20.0,True
345,51,19,2024-05-20,296.79,Wallet,Success,3,5.94,False
346,12,10,2024-06-18,21.41,Wallet,Success,3,0.43,True
347,82,10,2024-01-21,628.79,Wallet,Success,6,12.58,False
348,85,9,2024-01-24,1418.12,Wallet,Success,6,28.36,False
349,58,2,2024-03-08,1114.51,Wallet,Failed,6,22.29,True
350,73,2,2024-02-08,2512.87,Card,Success,12,50.26,False
351,53,19,2024-02-28,2426.46,Card,Failed,12,48.53,False
352,88,16,2024-05-26,2897.23,Apple Pay,Failed,6,57.94,True
353,92,2,2024-05-08,1190.47,Apple Pay,Success,6,23.81,True
354,22,7,2024-02-19,2847.69,Apple Pay,Success,6,56.95,True
355,56,7,2024-06-09,2964.96,Apple Pay,Failed,6,59.3,True
356,72,13,2024-05-21,270.21,Google Pay,Failed,12,5.4,False
357,2,20,2024-05-30,2752.31,Wallet,Success,6,55.05,True
358,76,19,2024-01-26,453.12,Card,Success,6,9.06,False
359,34,13,2024-06-16,2634.9,Wallet,Failed,3,52.7,True
360,19,20,2024-06-04,833.49,Wallet,Success,6,16.67,False
361,7,16,2024-03-09,2074.64,Google Pay,Success,6,41.49,False
362,63,4,2024-02-28,939.74,Apple Pay,Failed,12,18.79,False
363,42,9,2024-04-16,2324.35,Card,Success,6,46.49,True
364,53,16,2024-05-12,2741.16,Google Pay,Success,12,54.82,True
365,91,17,2024-04-13,206.19,Apple Pay,Success,3,4.12,True
366,26,2,2024-03-04,2626.79,Card,Failed,3,52.54,False
367,36,12,2024-04-28,2116.86,Wallet,Success,12,42.34,True
368,63,20,2024-04-24,733.39,Apple Pay,Failed,12,14.67,False
369,34,3,2024-03-13,1039.3,Card,Failed,3,20.79,True
370,100,7,2024-02-26,2562.93,Apple Pay,Success,6,51.26,False
371,100,1,2024-05-01,1544.71,Apple Pay,Success,12,30.89,True
372,78,10,2024-06-13,679.07,Google Pay,Failed,6,13.58,False
373,28,15,2024-03-18,1382.4,Wallet,Success,3,27.65,False
374,77,20,2024-03-13,1688.76,Google Pay,Success,6,33.78,True
375,36,11,2024-03-11,1015.49,Google Pay,Failed,3,20.31,True
376,31,2,2024-06-02,1556.71,Wallet,Failed,12,31.13,True
377,84,16,2024-03-16,2166.64,Google Pay,Failed,6,43.33,False
378,75,19,2024-02-18,2212.83,Google Pay,Success,12,44.26,False
379,86,12,2024-05-09,2720.51,Google Pay,Success,12,54.41,True
380,61,5,2024-03-07,888.41,Apple Pay,Failed,12,17.77,True
381,29,10,2024-04-17,674.54,Google Pay,Failed,6,13.49,False
382,16,16,2024-01-14,1396.64,Card,Failed,3,27.93,True
383,49,17,2024-03-17,2603.82,Wallet,Success,3,52.08,True
384,44,14,2024-05-25,2977.12,Wallet,Success,6,59.54,True
385,63,11,2024-06-10,2339.03,Apple Pay,Failed,12,46.78,True
386,36,7,2024-02-13,24.09,Apple Pay,Failed,3,0.48,True
387,82,14,2024-04-13,1847.29,Wallet,Failed,6,36.95,True
388,26,12,2024-01-04,122.8,Google Pay,Success,3,2.46,True
389,32,8,2024-06-26,1883.79,Google Pay,Failed,3,37.68,True
390,76,10,2024-02-12,1156.82,Card,Success,6,23.14,False
391,67,20,2024-05-14,1373.22,Google Pay,Failed,12,27.46,True
392,63,12,2024-02-18,1034.77,Apple Pay,Failed,3,20.7,True
393,17,7,2024-01-06,680.72,Apple Pay,Success,6,13.61,True
394,82,9,2024-05-16,1131.83,Card,Success,12,22.64,True
395,3,2,2024-06-25,1964.17,Card,Failed,6,39.28,False
396,33,16,2024-06-28,379.55,Apple Pay,Success,12,7.59,True
397,85,4,2024-06-18,910.34,Google Pay,Success,6,18.21,True
398,80,4,2024-03-13,1539.64,Card,Success,6,30.79,True
399,100,9,2024-05-13,1830.92,Apple Pay,Failed,12,36.62,False
400,6,18,2024-05-07,893.1,Apple Pay,Failed,6,17.86,True
401,86,3,2024-01-29,18.19,Wallet,Success,3,0.36,True
402,13,9,2024-06-13,2173.46,Apple Pay,Failed,6,43.47,False
